800,0,0.3048,71.3,0.00266337,126.201
1000,0,0.3048,71.3,0.00266337,125.201
1250,0,0.3048,71.3,0.00266337,125.951
1600,0,0.3048,71.3,0.00266337,127.591
2000,0,0.3048,71.3,0.00266337,127.461
2500,0,0.3048,71.3,0.00266337,125.571
3150,0,0.3048,71.3,0.00266337,125.201
4000,0,0.3048,71.3,0.00266337,123.061
5000,0,0.3048,71.3,0.00266337,121.301
6300,0,0.3048,71.3,0.00266337,119.541
8000,0,0.3048,71.3,0.00266337,117.151
10000,0,0.3048,71.3,0.00266337,115.391
12500,0,0.3048,71.3,0.00266337,112.241
16000,0,0.3048,71.3,0.00266337,108.721
500,0,0.3048,55.5,0.00283081,126.416
630,0,0.3048,55.5,0.00283081,127.696
800,0,0.3048,55.5,0.00283081,128.086
1000,0,0.3048,55.5,0.00283081,126.966
1250,0,0.3048,55.5,0.00283081,126.086
1600,0,0.3048,55.5,0.00283081,126.986
2000,0,0.3048,55.5,0.00283081,126.616
2500,0,0.3048,55.5,0.00283081,124.106
3150,0,0.3048,55.5,0.00283081,123.236
4000,0,0.3048,55.5,0.00283081,121.106
5000,0,0.3048,55.5,0.00283081,119.606
6300,0,0.3048,55.5,0.00283081,117.976
8000,0,0.3048,55.5,0.00283081,116.476
10000,0,0.3048,55.5,0.00283081,113.076
12500,0,0.3048,55.5,0.00283081,111.076
200,0,0.3048,39.6,0.00310138,118.129
250,0,0.3048,39.6,0.00310138,119.319
315,0,0.3048,39.6,0.00310138,122.779
400,0,0.3048,39.6,0.00310138,124.809
500,0,0.3048,39.6,0.00310138,126.959
630,0,0.3048,39.6,0.00310138,128.629
800,0,0.3048,39.6,0.00310138,129.099
1000,0,0.3048,39.6,0.00310138,127.899
1250,0,0.3048,39.6,0.00310138,125.499
1600,0,0.3048,39.6,0.00310138,124.049
2000,0,0.3048,39.6,0.00310138,123.689
2500,0,0.3048,39.6,0.00310138,121.399
3150,0,0.3048,39.6,0.00310138,120.319
4000,0,0.3048,39.6,0.00310138,119.229
5000,0,0.3048,39.6,0.00310138,117.789
6300,0,0.3048,39.6,0.00310138,116.229
8000,0,0.3048,39.6,0.00310138,114.779
10000,0,0.3048,39.6,0.00310138,112.139
12500,0,0.3048,39.6,0.00310138,109.619
200,0,0.3048,31.7,0.00331266,117.195
250,0,0.3048,31.7,0.00331266,118.595
315,0,0.3048,31.7,0.00331266,122.765
400,0,0.3048,31.7,0.00331266,125.045
500,0,0.3048,31.7,0.00331266,127.315
630,0,0.3048,31.7,0.00331266,129.095
800,0,0.3048,31.7,0.00331266,129.235
1000,0,0.3048,31.7,0.00331266,127.365
1250,0,0.3048,31.7,0.00331266,124.355
1600,0,0.3048,31.7,0.00331266,122.365
2000,0,0.3048,31.7,0.00331266,122.375
2500,0,0.3048,31.7,0.00331266,120.755
3150,0,0.3048,31.7,0.00331266,119.135
4000,0,0.3048,31.7,0.00331266,118.145
5000,0,0.3048,31.7,0.00331266,115.645
6300,0,0.3048,31.7,0.00331266,113.775
8000,0,0.3048,31.7,0.00331266,110.515
10000,0,0.3048,31.7,0.00331266,108.265
800,1.5,0.3048,71.3,0.00336729,127.122
1000,1.5,0.3048,71.3,0.00336729,125.992
1250,1.5,0.3048,71.3,0.00336729,125.872
1600,1.5,0.3048,71.3,0.00336729,126.632
2000,1.5,0.3048,71.3,0.00336729,126.642
2500,1.5,0.3048,71.3,0.00336729,124.512
3150,1.5,0.3048,71.3,0.00336729,123.392
4000,1.5,0.3048,71.3,0.00336729,121.762
5000,1.5,0.3048,71.3,0.00336729,119.632
6300,1.5,0.3048,71.3,0.00336729,118.122
8000,1.5,0.3048,71.3,0.00336729,115.372
10000,1.5,0.3048,71.3,0.00336729,113.492
12500,1.5,0.3048,71.3,0.00336729,109.222
16000,1.5,0.3048,71.3,0.00336729,106.582
315,1.5,0.3048,39.6,0.00392107,121.851
400,1.5,0.3048,39.6,0.00392107,124.001
500,1.5,0.3048,39.6,0.00392107,126.661
630,1.5,0.3048,39.6,0.00392107,128.311
800,1.5,0.3048,39.6,0.00392107,128.831
1000,1.5,0.3048,39.6,0.00392107,127.581
1250,1.5,0.3048,39.6,0.00392107,125.211
1600,1.5,0.3048,39.6,0.00392107,122.211
2000,1.5,0.3048,39.6,0.00392107,122.101
2500,1.5,0.3048,39.6,0.00392107,120.981
3150,1.5,0.3048,39.6,0.00392107,119.111
4000,1.5,0.3048,39.6,0.00392107,117.741
5000,1.5,0.3048,39.6,0.00392107,116.241
6300,1.5,0.3048,39.6,0.00392107,114.751
8000,1.5,0.3048,39.6,0.00392107,112.251
10000,1.5,0.3048,39.6,0.00392107,108.991
12500,1.5,0.3048,39.6,0.00392107,106.111
400,3,0.3048,71.3,0.00425727,127.564
500,3,0.3048,71.3,0.00425727,128.454
630,3,0.3048,71.3,0.00425727,129.354
800,3,0.3048,71.3,0.00425727,129.494
1000,3,0.3048,71.3,0.00425727,129.004
1250,3,0.3048,71.3,0.00425727,127.634
1600,3,0.3048,71.3,0.00425727,126.514
2000,3,0.3048,71.3,0.00425727,125.524
2500,3,0.3048,71.3,0.00425727,124.024
3150,3,0.3048,71.3,0.00425727,121.514
4000,3,0.3048,71.3,0.00425727,120.264
5000,3,0.3048,71.3,0.00425727,118.134
6300,3,0.3048,71.3,0.00425727,116.134
8000,3,0.3048,71.3,0.00425727,114.634
10000,3,0.3048,71.3,0.00425727,110.224
400,3,0.3048,55.5,0.00452492,126.159
500,3,0.3048,55.5,0.00452492,128.179
630,3,0.3048,55.5,0.00452492,129.569
800,3,0.3048,55.5,0.00452492,129.949
1000,3,0.3048,55.5,0.00452492,129.329
1250,3,0.3048,55.5,0.00452492,127.329
1600,3,0.3048,55.5,0.00452492,124.439
2000,3,0.3048,55.5,0.00452492,123.069
2500,3,0.3048,55.5,0.00452492,122.439
3150,3,0.3048,55.5,0.00452492,120.189
4000,3,0.3048,55.5,0.00452492,118.689
5000,3,0.3048,55.5,0.00452492,117.309
6300,3,0.3048,55.5,0.00452492,115.679
8000,3,0.3048,55.5,0.00452492,113.799
10000,3,0.3048,55.5,0.00452492,112.169
315,3,0.3048,39.6,0.00495741,123.312
400,3,0.3048,39.6,0.00495741,125.472
500,3,0.3048,39.6,0.00495741,127.632
630,3,0.3048,39.6,0.00495741,129.292
800,3,0.3048,39.6,0.00495741,129.552
1000,3,0.3048,39.6,0.00495741,128.312
1250,3,0.3048,39.6,0.00495741,125.802
1600,3,0.3048,39.6,0.00495741,122.782
2000,3,0.3048,39.6,0.00495741,120.532
2500,3,0.3048,39.6,0.00495741,120.162
3150,3,0.3048,39.6,0.00495741,118.922
4000,3,0.3048,39.6,0.00495741,116.792
5000,3,0.3048,39.6,0.00495741,115.792
6300,3,0.3048,39.6,0.00495741,114.042
8000,3,0.3048,39.6,0.00495741,110.652
315,3,0.3048,31.7,0.00529514,123.118
400,3,0.3048,31.7,0.00529514,125.398
500,3,0.3048,31.7,0.00529514,127.548
630,3,0.3048,31.7,0.00529514,128.698
800,3,0.3048,31.7,0.00529514,128.708
1000,3,0.3048,31.7,0.00529514,126.838
1250,3,0.3048,31.7,0.00529514,124.838
1600,3,0.3048,31.7,0.00529514,122.088
2000,3,0.3048,31.7,0.00529514,120.088
2500,3,0.3048,31.7,0.00529514,119.598
3150,3,0.3048,31.7,0.00529514,118.108
4000,3,0.3048,31.7,0.00529514,115.608
5000,3,0.3048,31.7,0.00529514,113.858
6300,3,0.3048,31.7,0.00529514,109.718
250,4,0.3048,71.3,0.00497773,126.395
315,4,0.3048,71.3,0.00497773,128.175
400,4,0.3048,71.3,0.00497773,129.575
500,4,0.3048,71.3,0.00497773,130.715
630,4,0.3048,71.3,0.00497773,131.615
800,4,0.3048,71.3,0.00497773,131.755
1000,4,0.3048,71.3,0.00497773,131.015
1250,4,0.3048,71.3,0.00497773,129.395
1600,4,0.3048,71.3,0.00497773,126.645
2000,4,0.3048,71.3,0.00497773,124.395
2500,4,0.3048,71.3,0.00497773,123.775
3150,4,0.3048,71.3,0.00497773,121.775
4000,4,0.3048,71.3,0.00497773,119.535
5000,4,0.3048,71.3,0.00497773,117.785
6300,4,0.3048,71.3,0.00497773,116.165
8000,4,0.3048,71.3,0.00497773,113.665
10000,4,0.3048,71.3,0.00497773,110.905
12500,4,0.3048,71.3,0.00497773,107.405
250,4,0.3048,39.6,0.00579636,123.543
315,4,0.3048,39.6,0.00579636,126.843
400,4,0.3048,39.6,0.00579636,128.633
500,4,0.3048,39.6,0.00579636,130.173
630,4,0.3048,39.6,0.00579636,131.073
800,4,0.3048,39.6,0.00579636,130.723
1000,4,0.3048,39.6,0.00579636,128.723
1250,4,0.3048,39.6,0.00579636,126.343
1600,4,0.3048,39.6,0.00579636,123.213
2000,4,0.3048,39.6,0.00579636,120.963
2500,4,0.3048,39.6,0.00579636,120.233
3150,4,0.3048,39.6,0.00579636,118.743
4000,4,0.3048,39.6,0.00579636,115.863
5000,4,0.3048,39.6,0.00579636,113.733
1250,0,0.2286,71.3,0.00214345,128.144
1600,0,0.2286,71.3,0.00214345,129.134
2000,0,0.2286,71.3,0.00214345,128.244
2500,0,0.2286,71.3,0.00214345,128.354
3150,0,0.2286,71.3,0.00214345,127.834
4000,0,0.2286,71.3,0.00214345,125.824
5000,0,0.2286,71.3,0.00214345,124.304
6300,0,0.2286,71.3,0.00214345,122.044
8000,0,0.2286,71.3,0.00214345,118.024
10000,0,0.2286,71.3,0.00214345,118.134
12500,0,0.2286,71.3,0.00214345,117.624
16000,0,0.2286,71.3,0.00214345,114.984
20000,0,0.2286,71.3,0.00214345,114.474
315,0,0.2286,55.5,0.00229336,119.54
400,0,0.2286,55.5,0.00229336,121.66
500,0,0.2286,55.5,0.00229336,123.78
630,0,0.2286,55.5,0.00229336,126.16
800,0,0.2286,55.5,0.00229336,127.53
1000,0,0.2286,55.5,0.00229336,128.29
1250,0,0.2286,55.5,0.00229336,127.91
1600,0,0.2286,55.5,0.00229336,126.79
2000,0,0.2286,55.5,0.00229336,126.54
2500,0,0.2286,55.5,0.00229336,126.54
3150,0,0.2286,55.5,0.00229336,125.16
4000,0,0.2286,55.5,0.00229336,123.41
5000,0,0.2286,55.5,0.00229336,122.41
6300,0,0.2286,55.5,0.00229336,118.41
315,0,0.2286,39.6,0.00253511,121.055
400,0,0.2286,39.6,0.00253511,123.565
500,0,0.2286,39.6,0.00253511,126.195
630,0,0.2286,39.6,0.00253511,128.705
800,0,0.2286,39.6,0.00253511,130.205
1000,0,0.2286,39.6,0.00253511,130.435
1250,0,0.2286,39.6,0.00253511,129.395
1600,0,0.2286,39.6,0.00253511,127.095
2000,0,0.2286,39.6,0.00253511,125.305
2500,0,0.2286,39.6,0.00253511,125.025
3150,0,0.2286,39.6,0.00253511,124.625
4000,0,0.2286,39.6,0.00253511,123.465
5000,0,0.2286,39.6,0.00253511,122.175
6300,0,0.2286,39.6,0.00253511,117.465
315,0,0.2286,31.7,0.0027238,120.595
400,0,0.2286,31.7,0.0027238,123.635
500,0,0.2286,31.7,0.0027238,126.675
630,0,0.2286,31.7,0.0027238,129.465
800,0,0.2286,31.7,0.0027238,130.725
1000,0,0.2286,31.7,0.0027238,130.595
1250,0,0.2286,31.7,0.0027238,128.805
1600,0,0.2286,31.7,0.0027238,125.625
2000,0,0.2286,31.7,0.0027238,123.455
2500,0,0.2286,31.7,0.0027238,123.445
3150,0,0.2286,31.7,0.0027238,123.445
4000,0,0.2286,31.7,0.0027238,122.035
5000,0,0.2286,31.7,0.0027238,120.505
6300,0,0.2286,31.7,0.0027238,116.815
400,2,0.2286,71.3,0.00293031,125.116
500,2,0.2286,71.3,0.00293031,126.486
630,2,0.2286,71.3,0.00293031,127.356
800,2,0.2286,71.3,0.00293031,128.216
1000,2,0.2286,71.3,0.00293031,128.956
1250,2,0.2286,71.3,0.00293031,128.816
1600,2,0.2286,71.3,0.00293031,127.796
